,nB/n0,sigma field (MeV),rho field (MeV),omega field (MeV),phi field (MeV),Neutron kF (MeV),Proton kF (MeV),electron kF (MeV),Lambda kF (MeV),Sigma_0 kF (MeV),Sigma_- kF (MeV),Sigma_+ kF (MeV),Neutron frac,Proton frac,electron frac,Lambda frac,Sigma_0 frac,Sigma_- frac,Sigma_+ frac
67,0.94000000,22.17660408,-7.19831156,15.71794903,-0.00000000,314.64051671,116.26183339,116.26183339,0.00000000,0.00000000,0.00000000,0.00000000,0.95197229,0.04802771,0.04802771,0.00000000,0.00000000,0.00000000,0.00000000
68,0.95000000,22.35557963,-7.26447464,15.88516125,0.00000000,315.68077623,117.19426878,117.19426878,0.00000000,0.00000000,0.00000000,0.00000000,0.95132525,0.04867475,0.04867475,0.00000000,0.00000000,0.00000000,0.00000000
69,0.96000000,22.53382815,-7.33041653,16.05237348,-0.00000000,316.71271457,118.12295506,118.12295506,0.00000000,0.00000000,0.00000000,0.00000000,0.95067809,0.04932191,0.04932191,0.00000000,0.00000000,0.00000000,0.00000000
70,0.97000000,22.71135688,-7.39613793,16.21958570,0.00000000,317.73647599,119.04791944,119.04791944,0.00000000,0.00000000,0.00000000,0.00000000,0.95003086,0.04996914,0.04996914,0.00000000,0.00000000,0.00000000,0.00000000
71,0.98000000,22.88817290,-7.46163952,16.38679792,-0.00000000,318.75220089,119.96918883,119.96918883,0.00000000,0.00000000,0.00000000,0.00000000,0.94938359,0.05061641,0.05061641,0.00000000,0.00000000,0.00000000,0.00000000
72,0.99000000,23.06428318,-7.52692203,16.55401015,0.00000000,319.76002600,120.88678982,120.88678982,0.00000000,0.00000000,0.00000000,0.00000000,0.94873635,0.05126365,0.05126365,0.00000000,0.00000000,0.00000000,0.00000000
73,1.00000000,23.23969455,-7.59198619,16.72122237,0.00000000,320.76008448,121.80074871,121.80074871,0.00000000,0.00000000,0.00000000,0.00000000,0.94808916,0.05191084,0.05191084,0.00000000,0.00000000,0.00000000,0.00000000
74,1.01000000,23.41441369,-7.65683272,16.88843459,0.00000000,321.75250604,122.71109151,122.71109151,0.00000000,0.00000000,0.00000000,0.00000000,0.94744206,0.05255794,0.05255794,0.00000000,0.00000000,0.00000000,0.00000000
75,1.02000000,23.58844719,-7.72146238,17.05564682,-0.00000000,322.73741710,123.61784393,123.61784393,0.00000000,0.00000000,0.00000000,0.00000000,0.94679511,0.05320489,0.05320489,0.00000000,0.00000000,0.00000000,0.00000000
76,1.03000000,23.76180148,-7.78587593,17.22285904,-0.00000000,323.71494086,124.52103142,124.52103142,0.00000000,0.00000000,0.00000000,0.00000000,0.94614834,0.05385166,0.05385166,0.00000000,0.00000000,0.00000000,0.00000000
77,1.04000000,23.93448288,-7.85007413,17.39007126,-0.00000000,324.68519745,125.42067915,125.42067915,0.00000000,0.00000000,0.00000000,0.00000000,0.94550178,0.05449822,0.05449822,0.00000000,0.00000000,0.00000000,0.00000000
78,1.05000000,24.10649762,-7.91405777,17.55728349,0.00000000,325.64830401,126.31681203,126.31681203,0.00000000,0.00000000,0.00000000,0.00000000,0.94485548,0.05514452,0.05514452,0.00000000,0.00000000,0.00000000,0.00000000
79,1.06000000,24.27785178,-7.97782764,17.72449571,0.00000000,326.60437482,127.20945470,127.20945470,0.00000000,0.00000000,0.00000000,0.00000000,0.94420946,0.05579054,0.05579054,0.00000000,0.00000000,0.00000000,0.00000000
80,1.07000000,24.44855134,-8.04138453,17.89170794,0.00000000,327.55352136,128.09863156,128.09863156,0.00000000,0.00000000,0.00000000,0.00000000,0.94356378,0.05643622,0.05643622,0.00000000,0.00000000,0.00000000,0.00000000
81,1.08000000,24.61860218,-8.10472925,18.05892016,-0.00000000,328.49585241,128.98436673,128.98436673,0.00000000,0.00000000,0.00000000,0.00000000,0.94291846,0.05708154,0.05708154,0.00000000,0.00000000,0.00000000,0.00000000
82,1.09000000,24.78801006,-8.16786262,18.22613238,-0.00000000,329.43147418,129.86668412,129.86668412,0.00000000,0.00000000,0.00000000,0.00000000,0.94227353,0.05772647,0.05772647,0.00000000,0.00000000,0.00000000,0.00000000
83,1.10000000,24.95678065,-8.23078546,18.39334461,-0.00000000,330.36049035,130.74560739,130.74560739,0.00000000,0.00000000,0.00000000,0.00000000,0.94162904,0.05837096,0.05837096,0.00000000,0.00000000,0.00000000,0.00000000
84,1.11000000,25.12491951,-8.29349860,18.56055683,-0.00000000,331.28300217,131.62115994,131.62115994,0.00000000,0.00000000,0.00000000,0.00000000,0.94098500,0.05901500,0.05901500,0.00000000,0.00000000,0.00000000,0.00000000
85,1.12000000,25.29243211,-8.35600288,18.72776905,0.00000000,332.19910853,132.49336497,132.49336497,0.00000000,0.00000000,0.00000000,0.00000000,0.94034146,0.05965854,0.05965854,0.00000000,0.00000000,0.00000000,0.00000000
86,1.13000000,25.45932381,-8.41829914,18.89498128,-0.00000000,333.10890604,133.36224543,133.36224543,0.00000000,0.00000000,0.00000000,0.00000000,0.93969845,0.06030155,0.06030155,0.00000000,0.00000000,0.00000000,0.00000000
87,1.14000000,25.62559988,-8.48038824,19.06219350,-0.00000000,334.01248911,134.22782405,134.22782405,0.00000000,0.00000000,0.00000000,0.00000000,0.93905599,0.06094401,0.06094401,0.00000000,0.00000000,0.00000000,0.00000000
88,1.15000000,25.79126551,-8.54227102,19.22940573,0.00000000,334.90995000,135.09012336,135.09012336,0.00000000,0.00000000,0.00000000,0.00000000,0.93841412,0.06158588,0.06158588,0.00000000,0.00000000,0.00000000,0.00000000
89,1.16000000,25.95632579,-8.60394835,19.39661795,0.00000000,335.80137891,135.94916564,135.94916564,0.00000000,0.00000000,0.00000000,0.00000000,0.93777286,0.06222714,0.06222714,0.00000000,0.00000000,0.00000000,0.00000000
90,1.17000000,26.12078571,-8.66542110,19.56383017,0.00000000,336.68686402,136.80497299,136.80497299,0.00000000,0.00000000,0.00000000,0.00000000,0.93713224,0.06286776,0.06286776,0.00000000,0.00000000,0.00000000,0.00000000
91,1.18000000,26.28465021,-8.72669014,19.73104240,0.00000000,337.56649157,137.65756726,137.65756726,0.00000000,0.00000000,0.00000000,0.00000000,0.93649229,0.06350771,0.06350771,0.00000000,0.00000000,0.00000000,0.00000000
92,1.19000000,26.44792411,-8.78775635,19.89825462,-0.00000000,338.44034591,138.50697014,138.50697014,0.00000000,0.00000000,0.00000000,0.00000000,0.93585303,0.06414697,0.06414697,0.00000000,0.00000000,0.00000000,0.00000000
93,1.20000000,26.61061217,-8.84862060,20.06546684,0.00000000,339.30850954,139.35320308,139.35320308,0.00000000,0.00000000,0.00000000,0.00000000,0.93521450,0.06478550,0.06478550,0.00000000,0.00000000,0.00000000,0.00000000
94,1.21000000,26.77271905,-8.90928379,20.23267907,0.00000000,340.17106322,140.19628734,140.19628734,0.00000000,0.00000000,0.00000000,0.00000000,0.93457671,0.06542329,0.06542329,0.00000000,0.00000000,0.00000000,0.00000000
95,1.22000000,26.93424935,-8.96974679,20.39989129,-0.00000000,341.02808595,141.03624399,141.03624399,0.00000000,0.00000000,0.00000000,0.00000000,0.93393969,0.06606031,0.06606031,0.00000000,0.00000000,0.00000000,0.00000000
96,1.23000000,27.09520760,-9.03001052,20.56710351,-0.00000000,341.87965506,141.87309390,141.87309390,0.00000000,0.00000000,0.00000000,0.00000000,0.93330347,0.06669653,0.06669653,0.00000000,0.00000000,0.00000000,0.00000000
97,1.24000000,27.25559822,-9.09007585,20.73431574,-0.00000000,342.72584626,142.70685774,142.70685774,0.00000000,0.00000000,0.00000000,0.00000000,0.93266807,0.06733193,0.06733193,0.00000000,0.00000000,0.00000000,0.00000000
98,1.25000000,27.41542560,-9.14994369,20.90152796,0.00000000,343.56673368,143.53755601,143.53755601,0.00000000,0.00000000,0.00000000,0.00000000,0.93203351,0.06796649,0.06796649,0.00000000,0.00000000,0.00000000,0.00000000
99,1.26000000,27.57469402,-9.20961494,21.06874019,0.00000000,344.40238991,144.36520899,144.36520899,0.00000000,0.00000000,0.00000000,0.00000000,0.93139981,0.06860019,0.06860019,0.00000000,0.00000000,0.00000000,0.00000000
100,1.27000000,27.73340772,-9.26909050,21.23595241,0.00000000,345.23288606,145.18983681,145.18983681,0.00000000,0.00000000,0.00000000,0.00000000,0.93076700,0.06923300,0.06923300,0.00000000,0.00000000,0.00000000,0.00000000
101,1.28000000,27.89157086,-9.32837128,21.40316463,-0.00000000,346.05829177,146.01145940,146.01145940,0.00000000,0.00000000,0.00000000,0.00000000,0.93013509,0.06986491,0.06986491,0.00000000,0.00000000,0.00000000,0.00000000
102,1.29000000,28.04918752,-9.38745819,21.57037686,-0.00000000,346.87867528,146.83009650,146.83009650,0.00000000,0.00000000,0.00000000,0.00000000,0.92950412,0.07049588,0.07049588,0.00000000,0.00000000,0.00000000,0.00000000
103,1.30000000,28.20626174,-9.44635214,21.73758908,-0.00000000,347.69410346,147.64576770,147.64576770,0.00000000,0.00000000,0.00000000,0.00000000,0.92887408,0.07112592,0.07112592,0.00000000,0.00000000,0.00000000,0.00000000
104,1.31000000,28.36279748,-9.50505404,21.90480130,0.00000000,348.50464185,148.45849239,148.45849239,0.00000000,0.00000000,0.00000000,0.00000000,0.92824502,0.07175498,0.07175498,0.00000000,0.00000000,0.00000000,0.00000000
105,1.32000000,28.51879864,-9.56356480,22.07201353,0.00000000,349.31035467,149.26828980,149.26828980,0.00000000,0.00000000,0.00000000,0.00000000,0.92761694,0.07238306,0.07238306,0.00000000,0.00000000,0.00000000,0.00000000
106,1.33000000,28.67426905,-9.62188534,22.23922575,0.00000000,350.11130491,150.07517898,150.07517898,0.00000000,0.00000000,0.00000000,0.00000000,0.92698986,0.07301014,0.07301014,0.00000000,0.00000000,0.00000000,0.00000000
107,1.34000000,28.82921249,-9.68001656,22.40643798,-0.00000000,350.90755432,150.87917882,150.87917882,0.00000000,0.00000000,0.00000000,0.00000000,0.92636380,0.07363620,0.07363620,0.00000000,0.00000000,0.00000000,0.00000000
108,1.35000000,28.98363269,-9.73795940,22.57365020,0.00000000,351.69916343,151.68030803,151.68030803,0.00000000,0.00000000,0.00000000,0.00000000,0.92573878,0.07426122,0.07426122,0.00000000,0.00000000,0.00000000,0.00000000
109,1.36000000,29.13753331,-9.79571476,22.74086242,-0.00000000,352.48619163,152.47858516,152.47858516,0.00000000,0.00000000,0.00000000,0.00000000,0.92511482,0.07488518,0.07488518,0.00000000,0.00000000,0.00000000,0.00000000
110,1.37000000,29.29091794,-9.85328356,22.90807465,-0.00000000,353.26869718,153.27402861,153.27402861,0.00000000,0.00000000,0.00000000,0.00000000,0.92449193,0.07550807,0.07550807,0.00000000,0.00000000,0.00000000,0.00000000
111,1.38000000,29.44379015,-9.91066672,23.07528687,0.00000000,354.04673722,154.06665659,154.06665659,0.00000000,0.00000000,0.00000000,0.00000000,0.92387013,0.07612987,0.07612987,0.00000000,0.00000000,0.00000000,0.00000000
112,1.39000000,29.59615342,-9.96786516,23.24249909,0.00000000,354.82036780,154.85648718,154.85648718,0.00000000,0.00000000,0.00000000,0.00000000,0.92324943,0.07675057,0.07675057,0.00000000,0.00000000,0.00000000,0.00000000
113,1.40000000,29.74801120,-10.02487979,23.40971132,0.00000000,355.58964397,155.64353828,155.64353828,0.00000000,0.00000000,0.00000000,0.00000000,0.92262984,0.07737016,0.07737016,0.00000000,0.00000000,0.00000000,0.00000000
114,1.41000000,29.89936688,-10.08171153,23.57692354,-0.00000000,356.35461969,156.42782764,156.42782764,0.00000000,0.00000000,0.00000000,0.00000000,0.92201140,0.07798860,0.07798860,0.00000000,0.00000000,0.00000000,0.00000000
115,1.42000000,30.05022380,-10.13836130,23.74413577,-0.00000000,357.11534799,157.20937287,157.20937287,0.00000000,0.00000000,0.00000000,0.00000000,0.92139409,0.07860591,0.07860591,0.00000000,0.00000000,0.00000000,0.00000000
